
 0,625
 0,6666666666666667
 0,625
 0,5714285714285714
 0,5714285714285714
 0,6666666666666667
 0,625
 0,625
 0,625
 0,5714285714285714


 0,625
 0,6923076923076923
 0,5714285714285714
 0,5714285714285714
 0,625
 0,625
 0,5714285714285714
 0,5
 0,625


 0,5714285714285714
 0,5833333333333333
 0,6666666666666667
 0,625
 0,6666666666666667
 0,5714285714285714
 0,5714285714285714
 0,625
 0,5714285714285714
 0,5714285714285714
 0,6666666666666667
 0,625
 0,6666666666666667
 0,5714285714285714
 0,5714285714285714
 0,5714285714285714
 0,6666666666666667
 0,625


 0,5714285714285714
 0,625
 0,6666666666666667
 0,6666666666666667


 0,5714285714285714
 0,625


 0,6
 0,5454545454545454
 0,5714285714285714
 0,625
 0,6666666666666667


 0,625
 0,6666666666666667
 0,5714285714285714
 0,5714285714285714
 0,625
 0,5714285714285714
 0,5714285714285714
 0,7
 0,6666666666666667
 0,5714285714285714
 0,625


 0,75
 0,7272727272727273


 0,5714285714285714
 0,5714285714285714
 0,625
 0,6666666666666667
 0,6153846153846154
 0,5714285714285714
 0,625
 0,625
 0,625
 0,5714285714285714


 0,6666666666666667
 0,625
 0,6
 0,6666666666666667
 0,5714285714285714
 0,7
 0,5714285714285714
 0,5714285714285714
 0,33333333333333337
 0,6666666666666667
